#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-07-18T02:49:11 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-07-18T02:49:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-source=J/A+A/682/A149/models&-order=I&-out=logMgas&-out=Lstar&-out=gamma&-out=psi&-out=hc&-out=Rc&-out=inc&-out=L12COJ21&-out=R12COJ21&-out=L12COJ32&-out=R12COJ32&-out=L13COJ21&-out=R13COJ21&-out=L13COJ32&-out=R13COJ32&-out=LC18OJ21&-out=RC18OJ21&-out=LC18OJ32&-out=RC18OJ32&-out=LC17OJ21&-out=RC17OJ21&-out=LC17OJ32&-out=RC17OJ32&-out=L13C18OJ21&-out=R13C18OJ21&-out=L13C18OJ32&-out=R13C18OJ32&-out=L13C17OJ21&-out=R13C17OJ21&-out=L13C17OJ32&-out=R13C17OJ32&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36820149
#Name: J/A+A/682/A149
#Title: Herbig disks gas mass using CO isotopologues (Stapper+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/682/a149	    IVOID of underlying data collection
#INFO	creator=Stapper L.M.	    First author or institution
#INFO	cites=bibcode:2024A&A...682A.149S	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/682/A149	    Dataset landing page
#INFO	publication_date=2024-02-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_682_A149_models:
#Name: J/A+A/682/A149/models
#Title: The luminosities and radii extracted from the models and the model parameters
#Column	logMgas	(F4.1)	The tenth logarithm of the gas mass	[ucd=phys.mass]
#Column	Lstar	(F4.1)	Stellar luminosity	[ucd=phys.luminosity]
#Column	gamma	(F4.1)	Surface density profile power law index	[ucd=stat.param]
#Column	psi	(F4.1)	Flaring index vertical distribution	[ucd=stat.param]
#Column	hc	(F5.2)	Scale height at distance Rc	[ucd=stat.param]
#Column	Rc	(F5.1)	Critical radius surface density profile	[ucd=phys.angSize;src]
#Column	inc	(F4.1)	Inclination of the disk	[ucd=src.orbital.inclination]
#Column	L12COJ21	(F26.16)	Luminosity of the ^12^CO J=2-1 line	[ucd=phys.luminosity]
#Column	R12COJ21	(F20.15)	90% radius of the ^12^CO J=2-1 line	[ucd=phys.size.radius]
#Column	L12COJ32	(F26.16)	Luminosity of the ^12^CO J=3-2 line	[ucd=phys.luminosity]
#Column	R12COJ32	(F20.15)	90% radius of the ^12^CO J=3-2 line	[ucd=phys.size.radius]
#Column	L13COJ21	(F25.16)	Luminosity of the ^13^CO J=2-1 line	[ucd=phys.luminosity]
#Column	R13COJ21	(F20.15)	90% radius of the ^13^CO J=2-1 line	[ucd=phys.size.radius]
#Column	L13COJ32	(F26.16)	Luminosity of the ^13^CO J=3-2 line	[ucd=phys.luminosity]
#Column	R13COJ32	(F20.15)	90% radius of the ^13^CO J=3-2 line	[ucd=phys.size.radius]
#Column	LC18OJ21	(D23.16)	Luminosity of the C^18^O J=2-1 line	[ucd=phys.luminosity]
#Column	RC18OJ21	(F20.15)	90% radius of the C^18^O J=2-1 line	[ucd=phys.size.radius]
#Column	LC18OJ32	(D21.14)	Luminosity of the C^18^O J=3-2 line	[ucd=phys.luminosity]
#Column	RC18OJ32	(F20.15)	90% radius of the C^18^O J=3-2 line	[ucd=phys.size.radius]
#Column	LC17OJ21	(F24.16)	Luminosity of the C^17^O J=2-1 line	[ucd=phys.luminosity]
#Column	RC17OJ21	(F19.15)	90% radius of the C^17^O J=2-1 line	[ucd=phys.size.radius]
#Column	LC17OJ32	(D22.15)	Luminosity of the C^17^O J=3-2 line	[ucd=phys.luminosity]
#Column	RC17OJ32	(F19.15)	90% radius of the C^17^O J=3-2 line	[ucd=phys.size.radius]
#Column	L13C18OJ21	(D23.16)	Luminosity of the ^13^C^18^O J=2-1 line	[ucd=phys.luminosity]
#Column	R13C18OJ21	(F20.15)	90% radius of the ^13^C^18^O J=2-1 line	[ucd=phys.size.radius]
#Column	L13C18OJ32	(D22.15)	Luminosity of the ^13^C^18^O J=3-2 line	[ucd=phys.luminosity]
#Column	R13C18OJ32	(F19.15)	90% radius of the ^13^C^18^O J=3-2 line	[ucd=phys.size.radius]
#Column	L13C17OJ21	(D22.15)	Luminosity of the ^13^C^17^O J=2-1 line	[ucd=phys.luminosity]
#Column	R13C17OJ21	(F20.15)	90% radius of the ^13^C^17^O J=2-1 line	[ucd=phys.size.radius]
#Column	L13C17OJ32	(D21.14)	Luminosity of the ^13^C^17^O J=3-2 line	[ucd=phys.luminosity]
#Column	R13C17OJ32	(F19.15)	90% radius of the ^13^C^17^O J=3-2 line	[ucd=phys.size.radius]
logMgas;Lstar;gamma;psi;hc;Rc;inc;L12COJ21;R12COJ21;L12COJ32;R12COJ32;L13COJ21;R13COJ21;L13COJ32;R13COJ32;LC18OJ21;RC18OJ21;LC18OJ32;RC18OJ32;LC17OJ21;RC17OJ21;LC17OJ32;RC17OJ32;L13C18OJ21;R13C18OJ21;L13C18OJ32;R13C18OJ32;L13C17OJ21;R13C17OJ21;L13C17OJ32;R13C17OJ32
-5.0; 5.0; 0.4; 0.1; 0.05; 30.0;70.0;   222704.6250815271923784;  55.198634366428202;   569463.2352173584513366;  55.997219159984127;   16756.8181375814274361;  48.419705138800829;    62281.5015114671768970;  48.323256708355657; 1.4156784649189674e+02;  55.496255170026046; 5.72960081492911e+02;  54.977515113694977;     50.7518992545907750; 55.531891316729130; 2.044041805402815e+02; 54.997164490135695; 8.7906952191694732e+00;  45.177063021329225; 3.565211527083854e+01; 44.710916635738073; 3.136515379883821e+00;  45.159679821989727; 1.26567283463945e+01; 44.676573701334362
-5.0; 5.0; 0.4; 0.1; 0.05; 60.0;10.0;   389991.2221129089593887;  76.147538452641783;  1127394.2904927902854979;  80.172835201413335;    9993.9597344806043111;  72.111853372391792;    40536.3501249146429473;  71.363609561843361; 1.1545107222341557e+02;  88.106217078779807; 4.72648280338034e+02;  87.297845212136181;     41.4662725166848389; 88.198921679406894; 1.688822825335089e+02; 87.372721486900090; 2.2365951060207907e+00;  88.195372545576276; 9.207950908115173e+00; 87.430491964043568; 7.975269801999234e-01;  88.341772885502650; 3.26586147623935e+00; 87.571408891920541
-5.0; 5.0; 0.4; 0.1; 0.05; 60.0;40.0;   350438.1986138724605553;  78.359787591446789;  1000080.3086428316310048;  81.964945628312776;    9957.5299378104864445;  72.423684232406998;    40264.2183378762565553;  71.615214019376310; 1.1544458857049246e+02;  88.026717108385839; 4.72575579161173e+02;  87.201341787580233;     41.4646340484416811; 88.122130021871030; 1.688601398054633e+02; 87.278312614683145; 2.2370753088803101e+00;  88.113669102857997; 9.208747467009331e+00; 87.332288837938009; 7.977782363800376e-01;  88.264098923986197; 3.26569982379159e+00; 87.475564335707432
-5.0; 5.0; 0.4; 0.1; 0.05; 60.0;70.0;   283828.7261043096659705;  81.928580420578328;   791132.0877087656408548;  84.411104953091439;    9865.9861888287559850;  73.513487967072223;    39609.2355059551337035;  72.885338121162718; 1.1539403012167725e+02;  89.267548024925205; 4.72247276937485e+02;  88.274406044963243;     41.4478777847517605; 89.385913296189855; 1.687538851395291e+02; 88.370094993689591; 2.2360212764041978e+00;  89.337643622148562; 9.202398402545311e+00; 88.390587947718146; 7.975668447175835e-01;  89.522624190601732; 3.26374243940153e+00; 88.568924321553766
-5.0; 5.0; 0.4; 0.1; 0.05;200.0;10.0;    34802.9710958305586246; 178.299832355796781;   146036.6368139748810790; 167.831717615174284;     572.0943616836278807; 195.131412704922468;     2368.7517108509837271; 183.857176573094648; 2.3634439280683260e+01; 217.572255469053488; 9.75129872473204e+01; 209.891612496799240;      8.5445614467098920;217.325885315581047; 3.505360915208733e+01;209.310099565965402; 4.2269170966349501e-01; 223.182256529332648; 1.720334607413088e+00;216.954701518045226; 1.494833465813971e-01; 222.539501175527477; 6.03278888987231e-01;216.315726020844068
-5.0; 5.0; 0.4; 0.1; 0.05;200.0;40.0;    34742.2560164037931827; 178.769606867793129;   145508.5639277452428360; 168.391604914053772;     572.1668756069896062; 195.329566039808469;     2368.9839052085199000; 183.766331066682682; 2.3642258577814872e+01; 217.782685680271356; 9.75495133859189e+01; 209.734550016544432;      8.5474543672116425;217.547816330406278; 3.506657353210541e+01;209.186062774968207; 4.2284696184465720e-01; 223.294729588899600; 1.721079232715435e+00;217.190405967379405; 1.495383888741296e-01; 222.621725425381101; 6.03540019864380e-01;216.582094718564093
-5.0; 5.0; 0.4; 0.1; 0.05;200.0;70.0;    34497.1546486394436215; 181.284890264915191;   143487.6640819549793378; 169.910769572375528;     572.0977790602637469; 195.737014208293004;     2368.3052984732603363; 184.905527770168106; 2.3644365179856170e+01; 218.843929623544909; 9.75556049767998e+01; 210.753750416384094;      8.5481887520874338;218.621243175624869; 3.506934137311268e+01;210.115880907211505; 4.2281075462219542e-01; 224.622815312788845; 1.721085084387752e+00;218.293691698633097; 1.495043760287866e-01; 223.910584969176170; 6.03547334454776e-01;217.731683667519320
-5.0; 5.0; 0.4; 0.1; 0.20;  5.0;10.0;    48223.1158687846909743;  15.913344625238176;   129954.3702495569159510;  16.015562312915936;    8287.9686175143178843;  14.290025059992043;    26724.3751265674291062;  14.598438738137688; 1.2050900264138563e+03;  11.233901056844900; 4.89993835508323e+03;  11.241910555042017;    438.0134022277687222; 11.216691824407352; 1.871520601922316e+03; 11.204291692190536; 1.5479760862742930e+01;  11.798064726496698; 6.846989698318032e+01; 11.631690177724307; 5.348577715444820e+00;  11.865973397243565; 2.35999261173640e+01; 11.697746149625804
-5.0; 5.0; 0.4; 0.1; 0.20;  5.0;40.0;    89404.3191595192038221;  14.993730760332118;   230518.1959091208118480;  15.173920546435181;   10513.9837156581797899;  12.801860723664117;    38936.1864549891688512;  12.984572561142356; 1.2320985370267256e+03;  10.997693841011513; 5.19836165902883e+03;  10.989703659589582;    435.1049806460479772; 10.997070538064680; 1.876885415102608e+03; 10.985304552636658; 1.5194968748571339e+01;  11.170010215089064; 6.694831003725572e+01; 11.152295574585466; 5.249187061139411e+00;  11.179478081760880; 2.30532482603165e+01; 11.161261292472876
-5.0; 5.0; 0.4; 0.1; 0.20;  5.0;70.0;   122478.2152741736208554;  21.019090197832231;   308478.2873532939120196;  21.088429038461147;   10654.1527081793446996;  20.811786120220564;    40785.9725415245411568;  20.814492424139480; 1.1636879935558552e+03;  20.596492479568983; 4.85215874841368e+03;  20.589811117829129;    407.3159973862173047; 20.598700765480380; 1.722029754959929e+03; 20.592043352277816; 1.4258489054717648e+01;  20.663982230648266; 6.151007007273103e+01; 20.658356583977870; 4.918089201013111e+00;  20.669264224670709; 2.11399094077860e+01; 20.663592990856770
-5.0; 5.0; 0.4; 0.1; 0.20; 10.0;10.0;   101247.3938639405241702;  22.406553422980490;   272364.0892539497581311;  22.519339724510669;   11705.3729642025045905;  19.537912929695768;    42205.1354666481856839;  19.903509964164289; 8.1984326007112600e+02;  14.883198259862796; 3.48650164242217e+03;  14.832730684235464;    289.9886800610734667; 14.894240903218151; 1.255473018690572e+03; 14.815115959673332; 1.1059563395207457e+01;  15.848591037599762; 4.858333971396301e+01; 15.767787342934952; 3.856919879051418e+00;  15.887177100077915; 1.68916304156368e+01; 15.804740339611463
-5.0; 5.0; 0.4; 0.1; 0.20; 10.0;40.0;   156142.4063707662571687;  21.890595329952315;   411583.7274307857733220;  22.061939691750290;   12921.6968906905422045;  19.078685309245291;    50427.8926733540720306;  19.218832394233480; 8.2160887345600054e+02;  14.212985353077103; 3.52918570646478e+03;  14.112607343658102;    288.3008471046262002; 14.252783807958746; 1.250432247716510e+03; 14.135453047120061; 1.0968798837356443e+01;  15.519848371163144; 4.810044215933522e+01; 15.419966932316404; 3.825560035645208e+00;  15.570454006139911; 1.67194156993387e+01; 15.469120752609957
-5.0; 5.0; 0.4; 0.1; 0.20; 10.0;70.0;   215180.2096324499871116;  25.643894915629502;   556125.1763928936561570;  26.676639325404903;   13178.7270563200563629;  22.270313514103201;    52792.5000894299664651;  22.288910458714739; 8.0297452724926291e+02;  21.026100545335524; 3.43133338659145e+03;  21.013747504992622;    280.7439272543042534; 21.034131320724047; 1.207233891897312e+03; 21.020052629547365; 1.0707414875379540e+01;  21.308409248618918; 4.654293764873467e+01; 21.288404335661571; 3.732045923264214e+00;  21.321400173760715; 1.61660991200532e+01; 21.300716544206740
-5.0; 5.0; 0.4; 0.1; 0.20; 30.0;10.0;   218545.5477650228131097;  39.380336115350723;   625276.6468155813636258;  40.998882630056222;    8268.8620179449026182;  36.808123498249770;    35169.0741864080700907;  36.557797927285726; 5.9740957387808457e+01;  42.377998418637794; 2.63756171417510e+02;  41.791933364505809;     21.3778822917455429; 42.418479294007007; 9.409233952933118e+01; 41.815609980314591; 8.9652520673057079e-01;  45.157618964197731; 3.954511875578369e+00; 44.709130783470130; 3.183097617363845e-01;  45.196187521081136; 1.39805375455053e+00; 44.743356591188558
-5.0; 5.0; 0.4; 0.1; 0.20; 30.0;40.0;   249528.6999711384414695;  38.876292255648643;   723100.6150088328868151;  40.020297792822340;    8309.6188688199072203;  37.231979908573962;    35542.1191392620094121;  36.981239295208482; 5.9455477702142872e+01;  42.594716211665890; 2.62322839393482e+02;  42.031003599198193;     21.2777674929937426; 42.635010884320657; 9.358697740467784e+01; 42.055206865621727; 8.9151836960427899e-01;  45.369869121107129; 3.929839762171530e+00; 44.932675055218233; 3.166647103562485e-01;  45.399788707261820; 1.39024616076148e+00; 44.956140217795713
-5.0; 5.0; 0.4; 0.1; 0.20; 30.0;70.0;   301770.5488946171244606;  40.679805303500245;   902347.9958016563905403;  42.325757548347006;    8320.3028053230300429;  39.429892762120687;    35707.0849911404584418;  39.242141660689441; 5.9112048905523963e+01;  46.268890676754559; 2.60425259094505e+02;  45.656690901107858;     21.1548443384631071; 46.331696828527747; 9.290578423025410e+01; 45.703658566194498; 8.8674998812490780e-01;  49.744896367991984; 3.902834294428258e+00; 49.275460124758297; 3.149604107939024e-01;  49.715814978587325; 1.37927720100314e+00; 49.228269439813545
-5.0; 5.0; 0.4; 0.1; 0.20; 60.0;10.0;   103295.3900422417937079;  47.228057879594971;   412895.4727520264568739;  47.778237122552532;    1777.3873240934551632;  49.067601967558360;     8027.8203063672408462;  48.288637285402729; 1.8734063091778602e+01;  69.702802061901735; 8.46855071027093e+01;  68.397023154331961;      6.7350605194473898; 69.820379035741738; 3.035288178220586e+01; 68.482561277978050; 3.1375386910802677e-01;  70.035882097638364; 1.408142037625159e+00; 69.018122661239062; 1.081056230331251e-01;  70.163432769876309; 4.82596193497126e-01; 69.187343377884332
-5.0; 5.0; 0.4; 0.1; 0.20; 60.0;40.0;   103746.2605516311014071;  47.269810651421352;   417471.8168112856219523;  47.728096845262961;    1777.3189765607887693;  49.129729734701577;     8026.7634475334007220;  48.368688031748526; 1.8733581791729023e+01;  70.114591638463892; 8.46788420479432e+01;  68.660432054786412;      6.7348067031606380; 70.251143736614125; 3.034986524513404e+01; 68.761888530020883; 3.1333584026687622e-01;  70.404442447056653; 1.408269311498056e+00; 69.257663755198649; 1.081213494024772e-01;  70.518478076851366; 4.83046772265540e-01; 69.401022277358393
-5.0; 5.0; 0.4; 0.1; 0.20; 60.0;70.0;   104954.0187533680436900;  50.844229852761117;   430379.2105295516084880;  51.192690384632073;    1775.6447428908099937;  52.569313431392153;     8016.9865670528006376;  51.897640638289936; 1.8720005911947823e+01;  74.921751313097985; 8.45948471435042e+01;  73.465790208228370;      6.7297596357871656; 75.141936077214282; 3.031815503284685e+01; 73.563731427597318; 3.1316467885160199e-01;  74.334980027443549; 1.405416621243484e+00; 73.307077514773368; 1.079319015112121e-01;  74.206379834506180; 4.80747065044932e-01; 73.247112120803095
-5.0; 5.0; 0.4; 0.1; 0.20;200.0;10.0;     2763.3532882534268538; 109.806880973074001;    13536.2000069375935709;  95.960801684027118;      29.2042950589618897; 128.540266356808900;      142.5373983747616080; 113.250992929247801; 2.5690582344445647e+00; 143.692451905304097; 1.25387864279271e+01; 124.276583994717839;      0.9308990271095916;143.224193881686375; 4.537063409759504e+00;123.518854662407804; 3.0257168903962801e-02; 156.730023610576097; 1.470444792784989e-01;138.530474545690026; 7.896831791884100e-03; 162.980719120562810; 3.78456907106414e-02;148.562483762417287
